user_id,discount_price,discount_code
6561430000000000,548,DELI-HALF-WM916V
5192460000000000,204,DELI-HALF-TN217X
6296600000000000,96,DELI-HALF-KL829F
5978550000000000,182,DELI-HALF-SO196X
5113130000000000,233,DELI-HALF-SP792A
6264610000000000,156,DELI-HALF-YF391X
6667920000000000,207,DELI-HALF-AL481R
6219230000000000,198,DELI-HALF-YS379K
6340750000000000,270,DELI-HALF-GI953K
4813430000000000,1765,DELI-HALF-EI325Q
4906260000000000,159,DELI-HALF-FW107T
6416990000000000,81,DELI-HALF-UV932Y
5478600000000000,131,DELI-HALF-QP864B
5798660000000000,600,DELI-HALF-KT170B
4619180000000000,219,DELI-HALF-TF648G
4821930000000000,104,DELI-HALF-KI409D
5274270000000000,1008,DELI-HALF-PR203P
6196490000000000,150,DELI-HALF-YB914R
6077180000000000,189,DELI-HALF-JY739L
6022660000000000,162,DELI-HALF-WN047M
5614950000000000,1086,DELI-HALF-PF785V
5356160000000000,534,DELI-HALF-BJ041Y
5151700000000000,153,DELI-HALF-UZ704N
6178770000000000,119,DELI-HALF-NC156A
4544900000000000,195,DELI-HALF-EP628E
4592060000000000,56,DELI-HALF-QD241A
6479670000000000,324,DELI-HALF-FS915B
6329890000000000,777,DELI-HALF-KZ769P
5136400000000000,174,DELI-HALF-DA854H
5007760000000000,256,DELI-HALF-YK154Z
5501170000000000,117,DELI-HALF-HW457S
6556850000000000,156,DELI-HALF-IA172M
4563060000000000,205,DELI-HALF-NI764M
5261320000000000,297,DELI-HALF-IT275D
5682010000000000,205,DELI-HALF-TW821T
5346970000000000,171,DELI-HALF-TR589I
6647990000000000,189,DELI-HALF-ED129M
6468870000000000,324,DELI-HALF-XU846A
4646330000000000,1385,DELI-HALF-CU793S
4994210000000000,615,DELI-HALF-RT701C
4674270000000000,170,DELI-HALF-EX563X
5855340000000000,508,DELI-HALF-GU938J
6438150000000000,279,DELI-HALF-JD093Q
6144620000000000,182,DELI-HALF-IM869L
6389570000000000,133,DELI-HALF-UE892O
4636730000000000,279,DELI-HALF-UC796E
6366050000000000,52,DELI-HALF-AX703I
6506080000000000,669,DELI-HALF-EZ809F
4520600000000000,82,DELI-HALF-DI586Z
4938420000000000,128,DELI-HALF-YI415V
4743470000000000,496,DELI-HALF-ZR490V
5130130000000000,159,DELI-HALF-DS506A
6222570000000000,148,DELI-HALF-LQ058H
5116630000000000,1227,DELI-HALF-OY297L
4698940000000000,288,DELI-HALF-KW152L
5040410000000000,90,DELI-HALF-UK672F
5341280000000000,153,DELI-HALF-BR697L
6370880000000000,153,DELI-HALF-AF758M
5521130000000000,180,DELI-HALF-AF849U
5237680000000000,108,DELI-HALF-HT210P
5749950000000000,71,DELI-HALF-AD428V
5476290000000000,150,DELI-HALF-BQ046R
5331140000000000,150,DELI-HALF-TN968F
6259940000000000,190,DELI-HALF-EG560H
6067170000000000,430,DELI-HALF-IM510E
6538700000000000,73,DELI-HALF-UX854I
5538740000000000,236,DELI-HALF-UZ471X
6008030000000000,180,DELI-HALF-VA189P
4830940000000000,150,DELI-HALF-UL749A
5265920000000000,389,DELI-HALF-LU576Q
6197890000000000,133,DELI-HALF-BZ152U
5612920000000000,250,DELI-HALF-IE425B
6564870000000000,641,DELI-HALF-FB954G
5974670000000000,302,DELI-HALF-KA621K
4796790000000000,656,DELI-HALF-MJ167E
4668970000000000,499,DELI-HALF-DM719I
5506200000000000,145,DELI-HALF-KB219R
4696840000000000,444,DELI-HALF-FJ637Y
5618620000000000,135,DELI-HALF-HM819N
6467410000000000,68,DELI-HALF-FT084B
5400920000000000,136,DELI-HALF-CB869K
5070720000000000,111,DELI-HALF-KC209S
5602580000000000,85,DELI-HALF-DV840L
6475160000000000,423,DELI-HALF-GD185N
6246410000000000,255,DELI-HALF-AQ731U
6409980000000000,248,DELI-HALF-NC638K
6408190000000000,184,DELI-HALF-EX125O
4664240000000000,27,DELI-HALF-ZF973G
5348360000000000,52,DELI-HALF-XW832O
6480430000000000,368,DELI-HALF-DJ389L
5370950000000000,240,DELI-HALF-RY803I
5785210000000000,111,DELI-HALF-OV082J
6728790000000000,418,DELI-HALF-WR326I
5821240000000000,250,DELI-HALF-LP394B
6020490000000000,150,DELI-HALF-KA928Z
4725000000000000,180,DELI-HALF-YX087K
4769290000000000,132,DELI-HALF-JA749A
4915420000000000,174,DELI-HALF-ML029Y
5037800000000000,237,DELI-HALF-UF856J
6253870000000000,174,DELI-HALF-RF594W
6711920000000000,182,DELI-HALF-DY894P
4814420000000000,380,DELI-HALF-CY438S
6100340000000000,990,DELI-HALF-FW807I
5547000000000000,132,DELI-HALF-IO608B
4526290000000000,501,DELI-HALF-LS861J
5774000000000000,58,DELI-HALF-BH395Q
5282760000000000,68,DELI-HALF-IR294U
4534630000000000,558,DELI-HALF-IV183X
4581760000000000,147,DELI-HALF-AT894O
5241320000000000,388,DELI-HALF-ZP791E
4900130000000000,326,DELI-HALF-OY982D
6420910000000000,606,DELI-HALF-MN793K
4526800000000000,460,DELI-HALF-EA293J
6617130000000000,2491,DELI-HALF-OZ218O
5604070000000000,195,DELI-HALF-LZ947I
6457650000000000,621,DELI-HALF-TC975B
6260850000000000,156,DELI-HALF-IV758Y
6364640000000000,165,DELI-HALF-JV076N
4785840000000000,381,DELI-HALF-UX053O
6366050000000000,52,DELI-HALF-NJ507E
4909580000000000,132,DELI-HALF-QK894D
5386650000000000,414,DELI-HALF-ZI107X
4698600000000000,219,DELI-HALF-NA692D
5078790000000000,564,DELI-HALF-FV580C
6653930000000000,420,DELI-HALF-VZ534F
4807900000000000,544,DELI-HALF-KZ876I
4973380000000000,570,DELI-HALF-CA017S
5854520000000000,354,DELI-HALF-SY451E
5647560000000000,720,DELI-HALF-LK807L
5900400000000000,453,DELI-HALF-SY369D
5763490000000000,207,DELI-HALF-JQ206K
6568460000000000,253,DELI-HALF-MS284W
5829280000000000,308,DELI-HALF-TM123Y
4607440000000000,270,DELI-HALF-OU289C
6327410000000000,231,DELI-HALF-SY781S
6287500000000000,177,DELI-HALF-PV260A
6486520000000000,153,DELI-HALF-BW082G
5718360000000000,352,DELI-HALF-RM347O
5682790000000000,136,DELI-HALF-BF514B
4654620000000000,213,DELI-HALF-WA327P
4800890000000000,373,DELI-HALF-DB846F
6482630000000000,522,DELI-HALF-IQ376A
6153670000000000,300,DELI-HALF-TU215S
5874940000000000,307,DELI-HALF-HT748D
6127150000000000,334,DELI-HALF-NG573I
5697230000000000,278,DELI-HALF-CN876W
6372900000000000,362,DELI-HALF-RK251G
5322030000000000,316,DELI-HALF-MA712Z
5607230000000000,90,DELI-HALF-ZC730P
4514280000000000,145,DELI-HALF-KQ863P
5481790000000000,186,DELI-HALF-AG051Y
6721950000000000,644,DELI-HALF-KB021S
5191740000000000,76,DELI-HALF-CJ875G
4644260000000000,145,DELI-HALF-CY915V
5700160000000000,355,DELI-HALF-AS301I
6209560000000000,490,DELI-HALF-YA804L
6663790000000000,617,DELI-HALF-LE951P
5118160000000000,253,DELI-HALF-RO684W
5823540000000000,130,DELI-HALF-QT650Q
5961420000000000,167,DELI-HALF-FX650G
5317720000000000,213,DELI-HALF-EG810S
6329860000000000,162,DELI-HALF-IC874F
6100430000000000,300,DELI-HALF-BZ231L
5965900000000000,348,DELI-HALF-RS416R
5270280000000000,225,DELI-HALF-WQ698M
4710640000000000,385,DELI-HALF-OV714D
6190360000000000,153,DELI-HALF-XT176W
6488760000000000,180,DELI-HALF-KN064P
6719130000000000,240,DELI-HALF-UJ831V
6248480000000000,408,DELI-HALF-AU495N
6266510000000000,412,DELI-HALF-KU659L
4626490000000000,145,DELI-HALF-SC431G
6392030000000000,564,DELI-HALF-WH574V
5148410000000000,1084,DELI-HALF-TZ436A
4907280000000000,675,DELI-HALF-TI085Y
4668650000000000,184,DELI-HALF-CU615T
4724560000000000,873,DELI-HALF-BS976I
4873430000000000,721,DELI-HALF-AF261X
5043160000000000,352,DELI-HALF-FH897E
4793310000000000,75,DELI-HALF-IZ965C
5031710000000000,99,DELI-HALF-AL058W
5652770000000000,1110,DELI-HALF-OJ927R
5745260000000000,133,DELI-HALF-BH302V
4860210000000000,153,DELI-HALF-ZJ467I
6450740000000000,376,DELI-HALF-HV325S
5222160000000000,284,DELI-HALF-NZ576G
5858340000000000,396,DELI-HALF-DR508G
5360960000000000,150,DELI-HALF-WH805F
6488840000000000,130,DELI-HALF-KZ572R
4736680000000000,163,DELI-HALF-RO965S
5557890000000000,162,DELI-HALF-QG481F
4744560000000000,568,DELI-HALF-QR685Z
5827870000000000,340,DELI-HALF-ZF279Q
4677880000000000,153,DELI-HALF-CZ280U
6455420000000000,148,DELI-HALF-WX091P
4845850000000000,126,DELI-HALF-TH752O
6658800000000000,479,DELI-HALF-WM349M
5017350000000000,327,DELI-HALF-SD637S
6180100000000000,831,DELI-HALF-GP736B
4682060000000000,515,DELI-HALF-RZ678K
6089290000000000,174,DELI-HALF-FS751N
5092970000000000,79,DELI-HALF-WJ984Z
5905170000000000,136,DELI-HALF-MA056K
4970850000000000,225,DELI-HALF-MV987F
4977110000000000,203,DELI-HALF-OM960P
5733350000000000,198,DELI-HALF-WP649N
5216870000000000,327,DELI-HALF-NG205B
5326820000000000,92,DELI-HALF-LM127U
5008290000000000,153,DELI-HALF-TG653D
6476580000000000,174,DELI-HALF-YT930V
4927400000000000,128,DELI-HALF-WK083H
5063520000000000,156,DELI-HALF-UV482W
6293760000000000,653,DELI-HALF-AU821Q
6164310000000000,93,DELI-HALF-AB732A
5295680000000000,264,DELI-HALF-CA271N
5935890000000000,147,DELI-HALF-ZS057M
5807150000000000,105,DELI-HALF-NL129T
5060650000000000,492,DELI-HALF-GS814S
5887990000000000,252,DELI-HALF-WI516E
5275830000000000,207,DELI-HALF-WM472Y
6458290000000000,153,DELI-HALF-IY286K
6024720000000000,61,DELI-HALF-JS943D
6406480000000000,645,DELI-HALF-YT268N
6379800000000000,495,DELI-HALF-ZG492F
6317070000000000,162,DELI-HALF-VR197K
5647320000000000,888,DELI-HALF-UI702F
6538120000000000,278,DELI-HALF-JU016J
4812540000000000,228,DELI-HALF-SH208H
4851740000000000,237,DELI-HALF-NR304O
6523140000000000,144,DELI-HALF-RJ753G
6244150000000000,68,DELI-HALF-PB908C
6082770000000000,321,DELI-HALF-ET142F
5810330000000000,332,DELI-HALF-PR473Q
5220630000000000,100,DELI-HALF-RC178B
4522910000000000,1350,DELI-HALF-VR467A
4525980000000000,154,DELI-HALF-KH354Z
5636040000000000,218,DELI-HALF-HG871J
5362500000000000,162,DELI-HALF-WU521K
6624280000000000,219,DELI-HALF-FD641U
6050460000000000,317,DELI-HALF-YV329J
6390650000000000,298,DELI-HALF-DN981P
5103500000000000,172,DELI-HALF-XN964D
6641550000000000,156,DELI-HALF-KU439D
6072550000000000,150,DELI-HALF-ZV347W
5095680000000000,456,DELI-HALF-YN260O
5949800000000000,135,DELI-HALF-IN450G
6357020000000000,305,DELI-HALF-BU891B
5315520000000000,128,DELI-HALF-NS081X
5262400000000000,204,DELI-HALF-GI925V
6568850000000000,480,DELI-HALF-NC540Q
6047810000000000,1850,DELI-HALF-PR390I
5034180000000000,447,DELI-HALF-LT587S
4791670000000000,264,DELI-HALF-DX509M
5235010000000000,147,DELI-HALF-ZV798V
6615640000000000,234,DELI-HALF-WE028T
6000440000000000,1166,DELI-HALF-ER348A
6078550000000000,165,DELI-HALF-FC435E
5298730000000000,165,DELI-HALF-FB067L
5979600000000000,404,DELI-HALF-ZY172H
5083600000000000,380,DELI-HALF-YI107N
5920140000000000,61,DELI-HALF-IR963M
6387330000000000,170,DELI-HALF-YD926Z
5223260000000000,780,DELI-HALF-QV053V
6264100000000000,320,DELI-HALF-DC374B
5587180000000000,406,DELI-HALF-VS935L
6348030000000000,52,DELI-HALF-IG169X
6362880000000000,180,DELI-HALF-AW951P
5146680000000000,287,DELI-HALF-CQ719Q
5958780000000000,253,DELI-HALF-JQ951D
6090480000000000,394,DELI-HALF-VE876H
4738410000000000,234,DELI-HALF-WJ709J
6186090000000000,238,DELI-HALF-AZ283V
5070500000000000,93,DELI-HALF-CP691M
4758000000000000,346,DELI-HALF-ZT423B
6360470000000000,180,DELI-HALF-KA924P
5151850000000000,375,DELI-HALF-CQ578T
5466340000000000,822,DELI-HALF-AZ716T
5999760000000000,455,DELI-HALF-IB398S
6103870000000000,150,DELI-HALF-ZU859P
4914220000000000,294,DELI-HALF-BW142Z
6268360000000000,184,DELI-HALF-BL352E
6390650000000000,298,DELI-HALF-PM082A
5060200000000000,128,DELI-HALF-WY702X
4783770000000000,150,DELI-HALF-AW172K
5017520000000000,82,DELI-HALF-GC308K
5201970000000000,314,DELI-HALF-DZ134X
6413500000000000,324,DELI-HALF-OW740J
5133860000000000,225,DELI-HALF-CL398U
5749590000000000,132,DELI-HALF-YS784I
5822400000000000,139,DELI-HALF-RW396H
5257260000000000,195,DELI-HALF-LI453G
5039750000000000,276,DELI-HALF-WF198T
5635890000000000,159,DELI-HALF-SY180W
6077900000000000,150,DELI-HALF-SO586B
5769560000000000,306,DELI-HALF-KC856T
5427730000000000,174,DELI-HALF-XG562Y
6225950000000000,430,DELI-HALF-ML397W
5635320000000000,226,DELI-HALF-GU274O
5190670000000000,159,DELI-HALF-WY248J
6716330000000000,176,DELI-HALF-IE174R
6097210000000000,325,DELI-HALF-TX840C
6052940000000000,153,DELI-HALF-ZA285K
5257410000000000,236,DELI-HALF-QK408A
5932160000000000,637,DELI-HALF-IO491N
6002110000000000,97,DELI-HALF-VY361F
6480480000000000,226,DELI-HALF-IP052E
6621820000000000,136,DELI-HALF-QT216J
6177350000000000,273,DELI-HALF-QP321G
5525240000000000,171,DELI-HALF-FL527D
5290420000000000,230,DELI-HALF-WQ153S
4722260000000000,153,DELI-HALF-HK298X
5319810000000000,252,DELI-HALF-BO659Y
5561790000000000,162,DELI-HALF-QY076G
5683060000000000,196,DELI-HALF-KN382Q
5634020000000000,288,DELI-HALF-RX086K
5362180000000000,90,DELI-HALF-TI783A
6325890000000000,90,DELI-HALF-RI764J
4793920000000000,283,DELI-HALF-VF743H
6243930000000000,880,DELI-HALF-JT805U
5674860000000000,128,DELI-HALF-HG248P
5244200000000000,422,DELI-HALF-BG016H
5678910000000000,112,DELI-HALF-UA756H
5563650000000000,90,DELI-HALF-AZ091N
5378580000000000,507,DELI-HALF-RI286G
5721290000000000,64,DELI-HALF-DU653A
4724560000000000,439,DELI-HALF-YE694A
5793950000000000,180,DELI-HALF-WB761S
6379700000000000,178,DELI-HALF-CG729H
6095400000000000,186,DELI-HALF-BR652U
6600900000000000,150,DELI-HALF-VW709E
5336100000000000,1485,DELI-HALF-ZP074E
5943000000000000,745,DELI-HALF-FP489W
5614770000000000,420,DELI-HALF-QX162K
6344790000000000,189,DELI-HALF-OS276C
4653020000000000,312,DELI-HALF-TZ691E
6534850000000000,128,DELI-HALF-ZU483V
4853170000000000,144,DELI-HALF-UL672E
5107320000000000,217,DELI-HALF-XT758Z
5483660000000000,150,DELI-HALF-VK147L
5003960000000000,642,DELI-HALF-GO361N
5005280000000000,150,DELI-HALF-DX685Q
5498640000000000,199,DELI-HALF-WR914V
4637680000000000,736,DELI-HALF-UE867Y
5065500000000000,319,DELI-HALF-TN489O
5002420000000000,450,DELI-HALF-PM873U
6267130000000000,1145,DELI-HALF-NP613W
4918880000000000,162,DELI-HALF-MG410G
4556370000000000,607,DELI-HALF-OJ486V
4729520000000000,782,DELI-HALF-ZW123N
5948150000000000,130,DELI-HALF-XY816R
6460200000000000,309,DELI-HALF-ZO029S
4680480000000000,142,DELI-HALF-IP921D
5652980000000000,558,DELI-HALF-IU062R
5128130000000000,651,DELI-HALF-NI405Q
5221970000000000,603,DELI-HALF-VU427W
5658070000000000,900,DELI-HALF-HL421E
4540240000000000,139,DELI-HALF-YZ720B
6088700000000000,171,DELI-HALF-GL796H
6262390000000000,70,DELI-HALF-FE683V
4838810000000000,70,DELI-HALF-AC572W
4963080000000000,346,DELI-HALF-KY654X
5913630000000000,306,DELI-HALF-BL651M
5355080000000000,186,DELI-HALF-DU478I
5638550000000000,128,DELI-HALF-NR640J
5852140000000000,340,DELI-HALF-ZS573H
6339910000000000,355,DELI-HALF-KB063T
5360220000000000,422,DELI-HALF-DJ714L
5759540000000000,184,DELI-HALF-FK530R
5181460000000000,90,DELI-HALF-SH159M
5619060000000000,283,DELI-HALF-PF801C
5953940000000000,73,DELI-HALF-BQ534B
5150210000000000,735,DELI-HALF-HF761D
4710410000000000,282,DELI-HALF-XJ958K
4621530000000000,455,DELI-HALF-OR384I
6278710000000000,87,DELI-HALF-ZK596T
6202220000000000,1051,DELI-HALF-VB143K
4593010000000000,96,DELI-HALF-BM283J
4834240000000000,61,DELI-HALF-GZ819P
4758000000000000,286,DELI-HALF-QO146A
4613920000000000,162,DELI-HALF-MX195O
5657030000000000,168,DELI-HALF-MB912V
5673390000000000,388,DELI-HALF-KJ057Q
6420880000000000,494,DELI-HALF-VH387L
4688320000000000,416,DELI-HALF-GF579Z
4658380000000000,253,DELI-HALF-BH879O
5315520000000000,156,DELI-HALF-ZG247P
6153720000000000,249,DELI-HALF-QE632S
6712330000000000,82,DELI-HALF-CB570N
5133900000000000,320,DELI-HALF-DL829U
5747330000000000,462,DELI-HALF-IV287N
4557370000000000,228,DELI-HALF-VB865O
5819930000000000,136,DELI-HALF-FW965H
6002110000000000,75,DELI-HALF-MH129T
6374620000000000,345,DELI-HALF-ZY029X
4821450000000000,153,DELI-HALF-GJ349A
5506610000000000,79,DELI-HALF-BK250F
5433260000000000,318,DELI-HALF-HM851R
6005410000000000,369,DELI-HALF-TU908U
6719860000000000,135,DELI-HALF-YC703C
6392090000000000,139,DELI-HALF-GF075Y
4920520000000000,136,DELI-HALF-ID579Z
5828450000000000,129,DELI-HALF-OJ906G
6476670000000000,136,DELI-HALF-IM061K
6088540000000000,153,DELI-HALF-HU082L
5004500000000000,204,DELI-HALF-YW471B
4963640000000000,510,DELI-HALF-SV328P
4977850000000000,531,DELI-HALF-TM510Z
5406720000000000,388,DELI-HALF-QB403X
5283270000000000,343,DELI-HALF-DA371F
5149900000000000,114,DELI-HALF-FC187Y
5073270000000000,547,DELI-HALF-DY345S
5726610000000000,379,DELI-HALF-TP618E
5411570000000000,300,DELI-HALF-LO879K
6438450000000000,75,DELI-HALF-VJ671V
5033000000000000,372,DELI-HALF-WV280G
6192750000000000,92,DELI-HALF-CE427B
5277690000000000,174,DELI-HALF-CT036I
5426170000000000,174,DELI-HALF-LO756T
6175790000000000,90,DELI-HALF-UK769A
4834240000000000,64,DELI-HALF-QB348M
4785840000000000,343,DELI-HALF-GH561X
6451120000000000,427,DELI-HALF-WL102C
5814040000000000,636,DELI-HALF-UF132Y
4790260000000000,165,DELI-HALF-NK378G
6285700000000000,141,DELI-HALF-PC657I
4652750000000000,94,DELI-HALF-IX129W
4627630000000000,132,DELI-HALF-NG387O
4679610000000000,165,DELI-HALF-LV478Y
6398380000000000,528,DELI-HALF-QB601T
6501520000000000,168,DELI-HALF-MP136D
5680210000000000,136,DELI-HALF-UI405X
6237110000000000,102,DELI-HALF-AE167A
5823970000000000,504,DELI-HALF-EJ758K
5008600000000000,303,DELI-HALF-HC685D
