driver_id,order_no,shop_arrival_at,created_at
49133,TU803C,2022/12/4 0:00,2022/12/4 0:00
39908,UO082T,2022/12/4 0:01,2022/12/4 0:01
23480,MN701Y,2022/12/4 0:01,2022/12/4 0:01
20733,IA574L,2022/12/4 0:01,2022/12/4 0:01
73334,VS250S,2022/12/4 0:01,2022/12/4 0:01
14973,BA493S,2022/12/4 0:03,2022/12/4 0:03
61492,XI976C,2022/12/4 0:03,2022/12/4 0:03
45540,CP795C,2022/12/4 0:03,2022/12/4 0:03
21509,HD165U,2022/12/4 0:03,2022/12/4 0:03
2689,IQ740X,2022/12/4 0:03,2022/12/4 0:03
27632,YE619P,2022/12/4 0:04,2022/12/4 0:04
570,JI039A,2022/12/4 0:04,2022/12/4 0:04
62774,CX075E,2022/12/4 0:05,2022/12/4 0:05
47343,XK213M,2022/12/4 0:05,2022/12/4 0:05
67897,QT274M,2022/12/4 0:06,2022/12/4 0:06
4939,JH069L,2022/12/4 0:07,2022/12/4 0:07
38501,HO871V,2022/12/4 0:07,2022/12/4 0:07
9996,NK741A,2022/12/4 0:09,2022/12/4 0:09
49756,HG023O,2022/12/4 0:11,2022/12/4 0:11
73092,XH218B,2022/12/4 0:12,2022/12/4 0:12
17544,VY904W,2022/12/4 0:12,2022/12/4 0:12
62064,CJ640Q,2022/12/4 0:13,2022/12/4 0:13
70395,VK038D,2022/12/4 0:13,2022/12/4 0:13
76362,TD063D,2022/12/4 0:13,2022/12/4 0:13
10238,HP148Q,2022/12/4 0:14,2022/12/4 0:14
59718,BF584T,2022/12/4 0:15,2022/12/4 0:15
74873,VC047E,2022/12/4 0:16,2022/12/4 0:16
42071,TF695E,2022/12/4 0:18,2022/12/4 0:18
72748,TC879F,2022/12/4 0:23,2022/12/4 0:23
61492,DU742A,2022/12/4 0:23,2022/12/4 0:23
813,FO285B,2022/12/4 0:24,2022/12/4 0:24
26871,SB865B,2022/12/4 0:25,2022/12/4 0:25
3327,IJ426Q,2022/12/4 0:26,2022/12/4 0:26
70168,MO436F,2022/12/4 0:28,2022/12/4 0:28
3359,LO702Z,2022/12/4 0:29,2022/12/4 0:29
21509,GY157Z,2022/12/4 0:30,2022/12/4 0:30
77694,HQ069E,2022/12/4 0:30,2022/12/4 0:30
570,SK843W,2022/12/4 0:34,2022/12/4 0:34
26871,TB642P,2022/12/4 0:36,2022/12/4 0:36
61492,PE905E,2022/12/4 0:40,2022/12/4 0:40
14973,RW967A,2022/12/4 0:41,2022/12/4 0:41
3359,VT738F,2022/12/4 0:43,2022/12/4 0:43
23480,AU026I,2022/12/4 0:45,2022/12/4 0:45
62774,IA298A,2022/12/4 0:46,2022/12/4 0:46
72261,NB739R,2022/12/4 0:49,2022/12/4 0:49
4336,OR389P,2022/12/4 0:50,2022/12/4 0:50
20733,FB042V,2022/12/4 0:54,2022/12/4 0:54
2165,CN869X,2022/12/4 0:55,2022/12/4 0:55
44484,GR257Y,2022/12/4 0:56,2022/12/4 0:56
26871,MG459K,2022/12/4 1:00,2022/12/4 1:00
24016,AL321S,2022/12/4 1:01,2022/12/4 1:01
62064,QS125I,2022/12/4 1:02,2022/12/4 1:02
14973,GI107M,2022/12/4 1:03,2022/12/4 1:03
62774,OA846W,2022/12/4 1:11,2022/12/4 1:11
49756,MK072C,2022/12/4 1:18,2022/12/4 1:18
6674,KX364P,2022/12/4 1:21,2022/12/4 1:21
26871,SQ986F,2022/12/4 1:22,2022/12/4 1:22
61492,LE675O,2022/12/4 1:23,2022/12/4 1:23
67812,FW917B,2022/12/4 1:24,2022/12/4 1:24
570,EA389A,2022/12/4 1:28,2022/12/4 1:28
2165,VK586K,2022/12/4 1:29,2022/12/4 1:29
14973,FM987H,2022/12/4 1:30,2022/12/4 1:30
72261,RD720P,2022/12/4 1:42,2022/12/4 1:42
813,VN235B,2022/12/4 1:43,2022/12/4 1:43
39758,WQ962S,2022/12/4 1:45,2022/12/4 1:45
62064,OD853U,2022/12/4 1:48,2022/12/4 1:48
9930,XB091W,2022/12/4 1:50,2022/12/4 1:50
26871,CB705P,2022/12/4 1:51,2022/12/4 1:51
6674,UR510X,2022/12/4 1:52,2022/12/4 1:52
2165,AG153J,2022/12/4 1:59,2022/12/4 1:59
35316,VU297C,2022/12/4 2:00,2022/12/4 2:00
49756,GK806D,2022/12/4 2:01,2022/12/4 2:01
26871,DU306Y,2022/12/4 2:02,2022/12/4 2:02
49756,QL820T,2022/12/4 2:04,2022/12/4 2:04
6674,RB872L,2022/12/4 2:07,2022/12/4 2:07
813,NL948A,2022/12/4 2:08,2022/12/4 2:08
62774,MH058I,2022/12/4 2:10,2022/12/4 2:10
62064,DY984N,2022/12/4 2:10,2022/12/4 2:10
9930,AN839F,2022/12/4 2:10,2022/12/4 2:10
26444,BK057H,2022/12/4 2:12,2022/12/4 2:12
14973,DA804P,2022/12/4 2:13,2022/12/4 2:13
26871,OV987I,2022/12/4 2:15,2022/12/4 2:15
2165,LH502B,2022/12/4 2:17,2022/12/4 2:17
39758,RL374W,2022/12/4 2:22,2022/12/4 2:22
62774,MT796A,2022/12/4 2:25,2022/12/4 2:25
9930,BY925C,2022/12/4 2:26,2022/12/4 2:26
25484,XC283L,2022/12/4 2:29,2022/12/4 2:29
5008,UQ382J,2022/12/4 2:29,2022/12/4 2:29
35316,JP048H,2022/12/4 2:30,2022/12/4 2:30
26871,XH904G,2022/12/4 2:30,2022/12/4 2:30
49756,XF276W,2022/12/4 2:36,2022/12/4 2:36
813,TC094H,2022/12/4 2:37,2022/12/4 2:37
23820,ET639J,2022/12/4 2:38,2022/12/4 2:38
3667,XM179R,2022/12/4 2:39,2022/12/4 2:39
70277,FK204N,2022/12/4 2:39,2022/12/4 2:39
24627,IJ863F,2022/12/4 2:40,2022/12/4 2:40
6674,QM479F,2022/12/4 2:41,2022/12/4 2:41
62214,JV246J,2022/12/4 2:41,2022/12/4 2:41
25484,KP098U,2022/12/4 2:41,2022/12/4 2:41
70145,UL458G,2022/12/4 2:44,2022/12/4 2:44
72261,OT143E,2022/12/4 2:45,2022/12/4 2:45
19744,OH385U,2022/12/4 2:47,2022/12/4 2:47
26871,ZF761S,2022/12/4 2:52,2022/12/4 2:52
570,BV754X,2022/12/4 2:55,2022/12/4 2:55
35316,YG829V,2022/12/4 2:57,2022/12/4 2:57
62214,SY457D,2022/12/4 3:04,2022/12/4 3:04
19744,LJ451K,2022/12/4 3:05,2022/12/4 3:05
62064,CV042T,2022/12/4 3:07,2022/12/4 3:07
14973,ZI975M,2022/12/4 3:07,2022/12/4 3:07
26871,ZT604G,2022/12/4 3:10,2022/12/4 3:10
57175,GH980G,2022/12/4 3:13,2022/12/4 3:13
25484,TY832B,2022/12/4 3:15,2022/12/4 3:15
2165,WI649A,2022/12/4 3:23,2022/12/4 3:23
70145,NZ203T,2022/12/4 3:23,2022/12/4 3:23
19744,YN182B,2022/12/4 3:24,2022/12/4 3:24
14973,QE348Z,2022/12/4 3:33,2022/12/4 3:33
57175,HP459D,2022/12/4 3:37,2022/12/4 3:37
26871,HO345Y,2022/12/4 3:38,2022/12/4 3:38
12490,JF301F,2022/12/4 3:44,2022/12/4 3:44
19744,QV864Z,2022/12/4 3:51,2022/12/4 3:51
70145,MH275A,2022/12/4 3:53,2022/12/4 3:53
698,AL278Q,2022/12/4 3:58,2022/12/4 3:58
65032,JD139L,2022/12/4 4:00,2022/12/4 4:00
62064,HA375Q,2022/12/4 4:06,2022/12/4 4:06
72261,NK275G,2022/12/4 4:09,2022/12/4 4:09
26871,WN189P,2022/12/4 4:12,2022/12/4 4:12
35316,UD759N,2022/12/4 4:20,2022/12/4 4:20
2165,NQ620Z,2022/12/4 4:23,2022/12/4 4:23
57175,GX276C,2022/12/4 4:26,2022/12/4 4:26
70277,OI824U,2022/12/4 4:28,2022/12/4 4:28
72261,YU176K,2022/12/4 4:31,2022/12/4 4:31
35316,RZ962J,2022/12/4 4:42,2022/12/4 4:42
62064,WD051C,2022/12/4 4:46,2022/12/4 4:46
65032,NI023U,2022/12/4 4:51,2022/12/4 4:51
2165,RK206U,2022/12/4 4:58,2022/12/4 4:58
35316,DE058A,2022/12/4 4:59,2022/12/4 4:59
57175,VR860F,2022/12/4 5:03,2022/12/4 5:03
72261,YF145F,2022/12/4 5:13,2022/12/4 5:13
