driver_id,order_no,shop_arrival_at,created_at
14802,SF620Z,2022/12/3 0:01,2022/12/3 0:01
63732,CB560G,2022/12/3 0:01,2022/12/3 0:01
74903,KU297J,2022/12/3 0:02,2022/12/3 0:02
24016,AR925B,2022/12/3 0:02,2022/12/3 0:02
74085,RO649D,2022/12/3 0:03,2022/12/3 0:03
46709,XO243D,2022/12/3 0:04,2022/12/3 0:04
39908,RO263X,2022/12/3 0:05,2022/12/3 0:05
35953,RD013B,2022/12/3 0:05,2022/12/3 0:05
67897,CK591G,2022/12/3 0:06,2022/12/3 0:06
75034,IH807Q,2022/12/3 0:06,2022/12/3 0:06
38814,GP259S,2022/12/3 0:06,2022/12/3 0:06
24956,CQ715N,2022/12/3 0:07,2022/12/3 0:07
64317,GU891L,2022/12/3 0:08,2022/12/3 0:08
62547,AQ182Y,2022/12/3 0:08,2022/12/3 0:08
15018,HR018C,2022/12/3 0:09,2022/12/3 0:09
51617,WY069S,2022/12/3 0:11,2022/12/3 0:11
11824,UQ718W,2022/12/3 0:14,2022/12/3 0:14
37197,ZP137Q,2022/12/3 0:16,2022/12/3 0:16
4939,IY562I,2022/12/3 0:18,2022/12/3 0:18
26736,TK528T,2022/12/3 0:21,2022/12/3 0:21
22450,VK162N,2022/12/3 0:23,2022/12/3 0:23
813,JI712R,2022/12/3 0:23,2022/12/3 0:23
37968,QX638V,2022/12/3 0:28,2022/12/3 0:28
24627,BS659N,2022/12/3 0:29,2022/12/3 0:29
41289,OL573Z,2022/12/3 0:34,2022/12/3 0:34
77785,ST714Q,2022/12/3 0:35,2022/12/3 0:35
23480,ZS197O,2022/12/3 0:37,2022/12/3 0:37
6504,VT890G,2022/12/3 0:39,2022/12/3 0:39
5817,OZ210P,2022/12/3 0:43,2022/12/3 0:43
15018,XO247G,2022/12/3 0:47,2022/12/3 0:47
813,DJ841T,2022/12/3 0:47,2022/12/3 0:47
50449,WQ854X,2022/12/3 0:47,2022/12/3 0:47
60396,VG428Q,2022/12/3 0:48,2022/12/3 0:48
70168,LM947K,2022/12/3 0:48,2022/12/3 0:48
9996,PQ694T,2022/12/3 0:48,2022/12/3 0:48
22515,HW829U,2022/12/3 0:54,2022/12/3 0:54
62774,EM027W,2022/12/3 0:56,2022/12/3 0:56
27601,PY651Y,2022/12/3 1:04,2022/12/3 1:04
27991,CA265T,2022/12/3 1:05,2022/12/3 1:05
22450,BY053M,2022/12/3 1:07,2022/12/3 1:07
6504,RX492H,2022/12/3 1:08,2022/12/3 1:08
70168,YE904J,2022/12/3 1:14,2022/12/3 1:14
46709,HG179Q,2022/12/3 1:14,2022/12/3 1:14
24016,ZS197O,2022/12/3 1:15,2022/12/3 1:15
14802,EU324O,2022/12/3 1:16,2022/12/3 1:16
22515,WS189G,2022/12/3 1:20,2022/12/3 1:20
9996,MN928M,2022/12/3 1:23,2022/12/3 1:23
74474,RQ740O,2022/12/3 1:24,2022/12/3 1:24
22760,GU203G,2022/12/3 1:25,2022/12/3 1:25
31971,SI192D,2022/12/3 1:30,2022/12/3 1:30
70168,VY384F,2022/12/3 1:31,2022/12/3 1:31
25618,ZR342K,2022/12/3 1:34,2022/12/3 1:34
22515,YX963L,2022/12/3 1:36,2022/12/3 1:36
4939,TI176K,2022/12/3 1:37,2022/12/3 1:37
